percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number
30,lemmatization control,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_30.zh_non-shuffled-en-zh.bpe,μ = 39.2 ± 0.7,39.2,115
40,lemmatization control,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_40.zh_non-shuffled-en-zh.bpe,μ = 37.6 ± 0.6,37.6,115
50,lemmatization control,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_50.zh_non-shuffled-en-zh.bpe,μ = 36.2 ± 0.6,36.2,115
60,lemmatization control,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_60.zh_non-shuffled-en-zh.bpe,μ = 34.5 ± 0.6,34.5,115
70,lemmatization control,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_70.zh_non-shuffled-en-zh.bpe,μ = 33.1 ± 0.6,33.2,115
80,lemmatization control,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_80.zh_non-shuffled-en-zh.bpe,μ = 31.6 ± 0.6,31.6,115
90,lemmatization control,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_lemmas_90.zh_non-shuffled-en-zh.bpe,μ = 30.3 ± 0.6,30.3,115
100,all named entities control,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_100.zh_non-shuffled-en-zh.bpe,μ = 29.1 ± 0.6,29.1,116
10,all named entities control,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_10.zh_non-shuffled-en-zh.bpe,μ = 42.5 ± 0.7,42.5,116
20,all named entities control,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_20.zh_non-shuffled-en-zh.bpe,μ = 40.7 ± 0.7,40.7,116
30,all named entities control,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_30.zh_non-shuffled-en-zh.bpe,μ = 39.6 ± 0.7,39.6,116
40,all named entities control,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_40.zh_non-shuffled-en-zh.bpe,μ = 38.0 ± 0.7,38.0,116
50,all named entities control,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_50.zh_non-shuffled-en-zh.bpe,μ = 36.3 ± 0.6,36.3,116
60,all named entities control,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_60.zh_non-shuffled-en-zh.bpe,μ = 35.1 ± 0.6,35.1,116
70,all named entities control,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_70.zh_non-shuffled-en-zh.bpe,μ = 33.7 ± 0.6,33.7,116
80,all named entities control,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_80.zh_non-shuffled-en-zh.bpe,μ = 32.0 ± 0.6,32.0,116
90,all named entities control,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_allentities_90.zh_non-shuffled-en-zh.bpe,μ = 30.4 ± 0.6,30.4,116
100,cardinal numbers control,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_100.zh_non-shuffled-en-zh.bpe,μ = 42.1 ± 0.7,42.1,117
10,cardinal numbers control,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_10.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,117
20,cardinal numbers control,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_20.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,117
30,cardinal numbers control,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_30.zh_non-shuffled-en-zh.bpe,μ = 43.3 ± 0.7,43.3,117
40,cardinal numbers control,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_40.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,117
50,cardinal numbers control,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_50.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,117
60,cardinal numbers control,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_60.zh_non-shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,117
70,cardinal numbers control,control_bpe_set/control_named_cardinal_70.en.bpe,translations/out_control_named_cardinal_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_70.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,117
80,cardinal numbers control,control_bpe_set/control_named_cardinal_80.en.bpe,translations/out_control_named_cardinal_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_80.zh_non-shuffled-en-zh.bpe,μ = 42.5 ± 0.7,42.5,117
90,cardinal numbers control,control_bpe_set/control_named_cardinal_90.en.bpe,translations/out_control_named_cardinal_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_cardinal_90.zh_non-shuffled-en-zh.bpe,μ = 42.4 ± 0.7,42.3,117
100,named organizations control,control_bpe_set/control_named_organization_100.en.bpe,translations/out_control_named_organization_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_100.zh_non-shuffled-en-zh.bpe,μ = 39.2 ± 0.7,39.2,118
10,named organizations control,control_bpe_set/control_named_organization_10.en.bpe,translations/out_control_named_organization_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_10.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,118
20,named organizations control,control_bpe_set/control_named_organization_20.en.bpe,translations/out_control_named_organization_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_20.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,118
30,named organizations control,control_bpe_set/control_named_organization_30.en.bpe,translations/out_control_named_organization_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_30.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,118
40,named organizations control,control_bpe_set/control_named_organization_40.en.bpe,translations/out_control_named_organization_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_40.zh_non-shuffled-en-zh.bpe,μ = 42.0 ± 0.7,42.0,118
50,named organizations control,control_bpe_set/control_named_organization_50.en.bpe,translations/out_control_named_organization_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_50.zh_non-shuffled-en-zh.bpe,μ = 41.5 ± 0.6,41.5,118
60,named organizations control,control_bpe_set/control_named_organization_60.en.bpe,translations/out_control_named_organization_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_60.zh_non-shuffled-en-zh.bpe,μ = 41.2 ± 0.7,41.2,118
70,named organizations control,control_bpe_set/control_named_organization_70.en.bpe,translations/out_control_named_organization_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_70.zh_non-shuffled-en-zh.bpe,μ = 40.8 ± 0.7,40.8,118
80,named organizations control,control_bpe_set/control_named_organization_80.en.bpe,translations/out_control_named_organization_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_80.zh_non-shuffled-en-zh.bpe,μ = 40.4 ± 0.7,40.4,118
90,named organizations control,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_organization_90.zh_non-shuffled-en-zh.bpe,μ = 39.8 ± 0.7,39.8,118
100,named people control,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_100.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,119
10,named people control,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_10.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,119
20,named people control,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_20.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,119
30,named people control,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_30.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,119
40,named people control,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_40.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,119
50,named people control,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_50.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,119
60,named people control,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_60.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,119
70,named people control,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_70.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,119
80,named people control,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_80.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,119
90,named people control,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_named_person_90.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,119
100,prepositions control,control_bpe_set/control_prepositions_100.en.bpe,translations/out_control_prepositions_100.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_100.zh_non-shuffled-en-zh.bpe,μ = 29.5 ± 0.6,29.5,120
10,prepositions control,control_bpe_set/control_prepositions_10.en.bpe,translations/out_control_prepositions_10.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_10.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,120
20,prepositions control,control_bpe_set/control_prepositions_20.en.bpe,translations/out_control_prepositions_20.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_20.zh_non-shuffled-en-zh.bpe,μ = 40.9 ± 0.6,40.9,120
30,prepositions control,control_bpe_set/control_prepositions_30.en.bpe,translations/out_control_prepositions_30.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_30.zh_non-shuffled-en-zh.bpe,μ = 39.2 ± 0.7,39.3,120
40,prepositions control,control_bpe_set/control_prepositions_40.en.bpe,translations/out_control_prepositions_40.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_40.zh_non-shuffled-en-zh.bpe,μ = 37.9 ± 0.6,37.9,120
50,prepositions control,control_bpe_set/control_prepositions_50.en.bpe,translations/out_control_prepositions_50.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_50.zh_non-shuffled-en-zh.bpe,μ = 36.3 ± 0.7,36.3,120
60,prepositions control,control_bpe_set/control_prepositions_60.en.bpe,translations/out_control_prepositions_60.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_60.zh_non-shuffled-en-zh.bpe,μ = 35.0 ± 0.6,35.0,120
70,prepositions control,control_bpe_set/control_prepositions_70.en.bpe,translations/out_control_prepositions_70.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_70.zh_non-shuffled-en-zh.bpe,μ = 33.5 ± 0.6,33.6,120
80,prepositions control,control_bpe_set/control_prepositions_80.en.bpe,translations/out_control_prepositions_80.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_80.zh_non-shuffled-en-zh.bpe,μ = 32.2 ± 0.6,32.2,120
90,prepositions control,control_bpe_set/control_prepositions_90.en.bpe,translations/out_control_prepositions_90.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_control_prepositions_90.zh_non-shuffled-en-zh.bpe,μ = 31.0 ± 0.6,31.0,120
0,prepositions,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,prepositions,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,prepositions,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,prepositions,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,prepositions,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,prepositions,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,prepositions control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,prepositions control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,prepositions control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,prepositions control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,prepositions control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,prepositions control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,all named entities,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,all named entities,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,all named entities,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,all named entities,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,all named entities,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,all named entities,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,all named entities control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,all named entities control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,all named entities control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,all named entities control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,all named entities control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,all named entities control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,articles,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,articles,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,articles,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,articles,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,articles,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,articles,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,articles control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,articles control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,articles control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,articles control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,articles control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
0,articles control,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_non-shuffled-en-zh.tok,non-shuffled-en-zh,out_bpe_set/out_test.zh_non-shuffled-en-zh.bpe,μ = 49.5 ± 0.7,49.5,
0,cardinal numbers,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-shuffled.tok,en-es-shuffled,out_bpe_set/out_test.es_en-es-shuffled.bpe,μ = 50.0 ± 0.7,50.0,
0,cardinal numbers,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_test.es_en-es-non-shuffled.bpe,μ = 60.1 ± 0.7,60.1,
0,cardinal numbers,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_test.fr_shuffled.bpe,μ = 41.1 ± 0.8,41.1,
0,cardinal numbers,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.fr_non-shuffled.tok,non-shuffled-en-fr,out_bpe_set/out_test.fr_non-shuffled.bpe,μ = 49.4 ± 0.8,49.4,
0,cardinal numbers,/share/kuran/biggerdata_backup/agrissom/students/seun/shuffled_nonshuffled/make_perturbation_files/test_en_bpe/test.en.bpe,translations/out_test.zh_shuffled-en-zh.tok,shuffled-en-zh,out_bpe_set/out_test.zh_shuffled-en-zh.bpe,μ = 42.9 ± 0.7,42.9,
